Experiment: floating_5det_one
Date: 20260405_0338
==================================================
Epoch | Train Loss | Train Acc | Val Loss | Val Acc | LR | Int.Ratio | MaskWt | Time(s) | Status
  139 | 1245.307847 |    0.9604 | 583.676218 |  0.9820 | 5.00e-04 | 56.3362 | 1600.0000 |   55.90 | 
  140 | 1420.425410 |    0.9577 | 577.118323 |  0.9855 | 5.00e-04 | 56.3248 | 1600.0000 |   55.94 | 
  141 | 1178.397926 |    0.9630 | 569.726826 |  0.9815 | 5.00e-04 | 56.3627 | 1600.0000 |   58.65 | 
  142 | 1169.368260 |    0.9693 | 577.795458 |  0.9795 | 5.00e-04 | 56.2133 | 1600.0000 |   55.16 | 
  143 | 1068.675824 |    0.9634 | 580.280213 |  0.9830 | 5.00e-04 | 56.2966 | 1600.0000 |   56.16 | 
  144 | 1222.059449 |    0.9607 | 722.115364 |  0.9915 | 5.00e-04 | 56.3446 | 1600.0000 |   55.81 | 
  145 | 1354.569755 |    0.9708 | -2266.774030 |  0.9915 | 5.00e-04 | 56.6265 | 8000.0000 |   54.20 | Best Model Saved
  146 | 1178.283103 |    0.9664 | -2323.312342 |  0.9680 | 5.00e-04 | 56.5589 | 8000.0000 |   54.54 | 
  147 | 1284.998257 |    0.9490 | 573.649888 |  0.9640 | 5.00e-04 | 56.4212 | 1600.0000 |   56.80 | 
  148 | 1195.273775 |    0.9598 | 579.590677 |  0.9830 | 5.00e-04 | 56.3794 | 1600.0000 |   57.89 | 
  149 | 1216.483877 |    0.9539 | 587.495092 |  0.9925 | 5.00e-04 | 56.5045 | 1600.0000 |   57.53 | 
  150 | 1277.784212 |    0.9643 | -2514.019688 |  0.9840 | 5.00e-04 | 56.6394 | 8000.0000 |   56.59 | 
--------------------------------------------------------------------------------
Total training time: 8395.37 seconds
Best Validation Accuracy (associated with best score): 0.991500
Best Score: 29.304733
