Experiment: floating_5det_two_layer_zero_tilt
Date: 20260406_1931
==================================================
Epoch | Train Loss | Train Acc | Val Loss | Val Acc | LR | Int.Ratio | MaskWt | Time(s) | Status
  106 |   5.255821 |    0.9080 | 0.047141 |  0.9375 | 1.00e-03 | 59.5693 | 1500.0000 |   75.24 | 
  107 |   3.156194 |    0.9112 | 0.047457 |  0.9180 | 1.00e-03 | 59.7138 | 1500.0000 |   77.55 | Best Model Saved
  108 |   3.803678 |    0.9062 | 0.046784 |  0.9320 | 1.00e-03 | 59.6851 | 1500.0000 |   77.67 | 
  109 |   3.206802 |    0.9096 | 0.046726 |  0.9315 | 1.00e-03 | 59.8141 | 1500.0000 |   77.30 | Best Model Saved
  110 |   5.217970 |    0.9069 | 0.047621 |  0.9065 | 1.00e-03 | 59.3296 | 1500.0000 |   76.48 | 
  111 |   3.323415 |    0.9056 | 0.047168 |  0.9230 | 1.00e-03 | 59.6279 | 1500.0000 |   77.36 | 
  112 |   5.525300 |    0.9119 | 0.047329 |  0.9210 | 1.00e-03 | 59.4178 | 1500.0000 |   77.27 | 
  113 |   3.592266 |    0.9112 | 0.047075 |  0.9190 | 1.00e-03 | 59.6723 | 1500.0000 |   75.47 | 
  114 |   1.124448 |    0.9077 | 0.046477 |  0.9350 | 1.00e-03 | 59.8929 | 1500.0000 |   78.83 | Best Model Saved
  115 |   3.637149 |    0.9025 | 0.048020 |  0.9010 | 1.00e-03 | 59.5149 | 1500.0000 |   77.59 | 
  116 |   6.259201 |    0.9071 | 0.046695 |  0.9325 | 1.00e-03 | 59.8702 | 1500.0000 |   75.59 | 
  117 |   9.605027 |    0.9030 | 0.046750 |  0.9205 | 1.00e-03 | 59.8962 | 1500.0000 |   76.89 | 
  118 |   6.362706 |    0.9058 | 0.046646 |  0.9375 | 1.00e-03 | 59.8098 | 1500.0000 |   77.76 | 
  119 |   2.409389 |    0.9093 | 0.046314 |  0.9345 | 1.00e-03 | 60.0394 | 1500.0000 |   78.50 | Best Model Saved
  120 |   8.604574 |    0.9154 | 0.046697 |  0.9190 | 1.00e-03 | 59.8790 | 1500.0000 |   74.74 | 
  121 |  30.260884 |    0.9028 | 0.047154 |  0.9025 | 1.00e-03 | 59.9210 | 1500.0000 |   77.67 | 
  122 |   4.694632 |    0.9121 | 0.046729 |  0.9285 | 1.00e-03 | 59.8235 | 1500.0000 |   77.07 | 
  123 |   2.178257 |    0.9114 | 0.046544 |  0.9280 | 1.00e-03 | 59.9732 | 1500.0000 |   76.95 | 
  124 |   4.068581 |    0.9125 | 0.046351 |  0.9205 | 1.00e-03 | 60.3030 | 1500.0000 |   80.12 | Best Model Saved
  125 |   1.408383 |    0.9139 | 0.046337 |  0.9325 | 1.00e-03 | 60.1367 | 1500.0000 |   75.56 | 
  126 |   8.245585 |    0.9074 | 0.046530 |  0.9190 | 1.00e-03 | 60.1809 | 1500.0000 |   76.33 | 
  127 |   6.740864 |    0.9085 | 0.046563 |  0.9190 | 1.00e-03 | 59.9793 | 1500.0000 |   76.85 | 
  128 |   1.799013 |    0.9139 | 0.046782 |  0.9140 | 1.00e-03 | 59.8342 | 1500.0000 |   77.74 | 
  129 |   6.440515 |    0.9120 | 0.046583 |  0.9240 | 1.00e-03 | 59.8860 | 1500.0000 |   77.81 | 
  130 |   3.092688 |    0.9144 | 0.046025 |  0.9380 | 1.00e-03 | 60.1197 | 1500.0000 |   75.47 | 
  131 |  12.989435 |    0.9122 | 0.046436 |  0.9280 | 1.00e-03 | 60.0021 | 1500.0000 |   76.28 | 
  132 |   6.535823 |    0.9152 | 0.045823 |  0.9420 | 1.00e-03 | 60.3059 | 1500.0000 |   78.36 | Best Model Saved
  133 |   1.661205 |    0.9112 | 0.046080 |  0.9270 | 1.00e-03 | 60.1694 | 1500.0000 |   77.32 | 
  134 |  18.537323 |    0.9069 | 0.046047 |  0.9180 | 1.00e-03 | 60.3414 | 1500.0000 |   76.76 | 
  135 |   7.048149 |    0.9104 | 0.046271 |  0.9275 | 1.00e-03 | 60.1643 | 1500.0000 |   79.07 | 
  136 |   1.400827 |    0.9208 | 0.045915 |  0.9390 | 1.00e-03 | 60.1539 | 1500.0000 |   76.72 | 
  137 |   6.320945 |    0.9109 | 0.045850 |  0.9345 | 1.00e-03 | 60.3243 | 1500.0000 |   77.97 | Best Model Saved
  138 |   0.565033 |    0.9083 | 0.047350 |  0.8985 | 1.00e-03 | 59.7705 | 1500.0000 |   77.43 | 
  139 |  16.795669 |    0.9126 | 0.045882 |  0.9350 | 1.00e-03 | 60.1885 | 1500.0000 |   76.71 | 
  140 |   7.394259 |    0.9192 | 0.045790 |  0.9345 | 1.00e-03 | 60.2654 | 1500.0000 |   77.68 | 
  141 |   1.503945 |    0.9098 | 0.045572 |  0.9430 | 1.00e-03 | 60.4026 | 1500.0000 |   77.59 | Best Model Saved
  142 |   4.226723 |    0.9150 | 0.045742 |  0.9265 | 1.00e-03 | 60.4786 | 1500.0000 |   76.41 | Best Model Saved
  143 |   5.728481 |    0.9150 | 0.045691 |  0.9395 | 1.00e-03 | 60.3627 | 1500.0000 |   79.19 | 
  144 |   2.198299 |    0.9109 | 0.045493 |  0.9400 | 1.00e-03 | 60.5237 | 1500.0000 |   79.28 | Best Model Saved
  145 |   1.000360 |    0.9154 | 0.045991 |  0.9210 | 1.00e-03 | 60.3450 | 1500.0000 |   77.92 | 
  146 |   1.173577 |    0.9165 | 0.045394 |  0.9365 | 1.00e-03 | 60.6109 | 1500.0000 |   77.63 | Best Model Saved
  147 |   3.047180 |    0.9165 | 0.045985 |  0.9405 | 1.00e-03 | 60.1026 | 1500.0000 |   79.43 | 
  148 |   1.267331 |    0.9086 | 0.045749 |  0.9380 | 1.00e-03 | 60.3316 | 1500.0000 |   78.82 | 
  149 |   5.133806 |    0.9182 | 0.045494 |  0.9410 | 1.00e-03 | 60.5302 | 1500.0000 |   76.81 | 
  150 |   6.234445 |    0.9157 | 0.046359 |  0.9215 | 1.00e-03 | 60.3111 | 1500.0000 |   77.25 | 
--------------------------------------------------------------------------------
Total training time: 11578.12 seconds
Best Validation Accuracy (associated with best score): 0.936500
Best Score: 31.241933
